,image_path,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,AU11,AU12,AU13,AU14,AU15,AU16,AU17,AU18,AU19,AU20
0,/content/dataset_resized/201/00058.png,0.48873353,0.3647759,0.4137311,0.46376324,0.24042788,0.19355538,0.17317429,0.23710912,0.69784075,0.16428997,0.28567332,0.39987403,0.38864964,0.70328724,0.55951023,0.23367445,0.8577125,0.73492694,0.35685432,0.1950614
1,/content/dataset_resized/201/00050.png,0.50377184,0.36380237,0.42009956,0.4524521,0.24200732,0.2488491,0.2143133,0.25896356,0.71676993,0.22019847,0.34010053,0.4202374,0.418174,0.6072884,0.58296293,0.22630204,0.90494144,0.72723174,0.34471136,0.17493224
2,/content/dataset_resized/201/00049.png,0.50882256,0.37299365,0.41093326,0.44313133,0.31321174,0.30095506,0.29900026,0.3091457,0.6943044,0.32823226,0.4267454,0.38407034,0.42699707,0.62228155,0.56812155,0.19668813,0.9097303,0.72784966,0.31767315,0.17089584
3,/content/dataset_resized/201/00063.png,0.4933408,0.34872246,0.42937702,0.46428162,0.2278212,0.20473367,0.17831889,0.23293999,0.7165414,0.16033281,0.28495273,0.41293925,0.3886423,0.6571597,0.5786458,0.24748228,0.85437727,0.7362599,0.35743856,0.18954553
4,/content/dataset_resized/201/00074.png,0.51553243,0.41257364,0.38709965,0.44899943,0.30090436,0.25781447,0.22167821,0.3019743,0.6988582,0.2797279,0.37532452,0.37416917,0.41028684,0.8017228,0.54184985,0.19445722,0.89214075,0.7540435,0.33901834,0.16534093
5,/content/dataset_resized/201/00006.png,0.52416885,0.27837366,0.4566437,0.4520476,0.28449333,0.32137698,0.23831472,0.29729733,0.73854095,0.25039926,0.30923235,0.4194477,0.3672236,0.5801178,0.60837674,0.30869797,0.91022277,0.747606,0.34805626,0.26007238
6,/content/dataset_resized/201/00039.png,0.52936596,0.38812536,0.4123942,0.44859388,0.31040037,0.3067382,0.2770644,0.3195827,0.7005942,0.32418737,0.41560602,0.37842005,0.43361872,0.71080005,0.5288439,0.19500493,0.9127592,0.75619054,0.32472867,0.17755345
7,/content/dataset_resized/201/00041.png,0.48759687,0.35339296,0.4386108,0.45211452,0.29518306,0.32035306,0.28753525,0.27928683,0.67707986,0.27631524,0.38281956,0.42684305,0.38767207,0.64685714,0.55149055,0.22983606,0.861477,0.74327123,0.31812733,0.13743585
8,/content/dataset_resized/201/00056.png,0.49267972,0.37122315,0.40856987,0.45863092,0.21688741,0.18837512,0.1648396,0.20202601,0.68385327,0.14233102,0.27320743,0.41570327,0.39806443,0.65339816,0.56035864,0.24450146,0.8535706,0.70945644,0.35148394,0.19073226
9,/content/dataset_resized/201/00076.png,0.50374717,0.3812037,0.41024548,0.4403711,0.30862516,0.3070418,0.28702253,0.31247416,0.7057051,0.32097062,0.4274624,0.38740206,0.42009655,0.66028225,0.56879926,0.19844435,0.89653873,0.7305893,0.32077068,0.14632022
10,/content/dataset_resized/201/00019.png,0.5401557,0.48826838,0.31749877,0.45591012,0.39750576,0.15932299,0.25753784,0.1870299,0.6198413,0.21557306,0.40023595,0.21988153,0.40426534,1.1159565,0.3834274,0.37800288,0.53034365,0.6592177,0.34937167,0.18644115
11,/content/dataset_resized/201/00000.png,0.48966682,0.19189224,0.50419307,0.4561572,0.10869545,0.2459864,0.22288272,0.01295647,0.67456377,0.059885874,0.22150885,0.3865891,0.40511277,0.20201035,0.5850695,0.4348777,0.67961633,0.602237,0.40609393,0.1919105
12,/content/dataset_resized/201/00078.png,0.52005494,0.41597575,0.38719448,0.4470234,0.30809653,0.27472165,0.22700126,0.31268764,0.69359875,0.29720542,0.38356578,0.36734432,0.41544607,0.82165956,0.5156272,0.18223755,0.88866913,0.7605443,0.33282697,0.16888008
13,/content/dataset_resized/201/00060.png,0.4997416,0.3354262,0.43562087,0.4667037,0.24702999,0.23011203,0.19715866,0.25812146,0.7428484,0.19208537,0.30485284,0.415286,0.38274312,0.65149236,0.5932798,0.26013535,0.85421264,0.7548539,0.36149585,0.18408436
14,/content/dataset_resized/201/00034.png,0.5095605,0.41654044,0.3913377,0.4463212,0.2410269,0.23136854,0.19131255,0.21451667,0.66008586,0.19099276,0.32246596,0.41681623,0.42768985,0.7068688,0.53265977,0.23604356,0.85549235,0.70393074,0.33693266,0.16834982
15,/content/dataset_resized/201/00040.png,0.48586,0.37088895,0.40468356,0.45368868,0.29467815,0.2665779,0.2413469,0.25897875,0.70445114,0.2326502,0.36364013,0.4061219,0.39956614,0.68482804,0.551094,0.2832864,0.7974086,0.7193943,0.3502401,0.1564793
16,/content/dataset_resized/201/00045.png,0.50236475,0.3451864,0.43607056,0.44765672,0.28028557,0.3105976,0.29671443,0.26640514,0.6910955,0.2843122,0.3917111,0.43078202,0.40730375,0.54042923,0.59091413,0.23415004,0.8912443,0.7213746,0.31603396,0.15205553
17,/content/dataset_resized/201/00012.png,0.51872027,0.41526806,0.39288417,0.46724468,0.3866576,0.26335967,0.25199693,0.38485932,0.6914259,0.34339365,0.40253073,0.3014362,0.37810683,1.0399296,0.48049858,0.15912582,0.87221444,0.8299991,0.34160435,0.193342
18,/content/dataset_resized/201/00027.png,0.0691912,0.23510663,0.40141413,0.45073998,0.3165629,-0.008402705,0.29108584,-0.029700331,0.5143655,-0.08311742,0.3271286,0.40434963,0.3129071,0.20039688,0.5563244,0.76879114,0.096585035,0.20840725,0.6017851,0.18651047
19,/content/dataset_resized/201/00064.png,0.49301273,0.37834167,0.39553624,0.45434302,0.23632976,0.20250416,0.17544174,0.23383266,0.6921867,0.18248709,0.30111665,0.40501148,0.404608,0.6608424,0.5599433,0.22096576,0.88542545,0.7151566,0.3501774,0.18901952
20,/content/dataset_resized/201/00059.png,0.50204945,0.3417406,0.44164863,0.4673136,0.22231472,0.21410494,0.18293366,0.22244188,0.7201352,0.15328388,0.2787643,0.42769822,0.38997054,0.6402211,0.58551323,0.2694378,0.8402324,0.74165905,0.35838014,0.19049793
21,/content/dataset_resized/201/00036.png,0.5087075,0.4215511,0.38697177,0.4532025,0.21967691,0.18072903,0.16845304,0.1515378,0.62731624,0.12604816,0.27194822,0.42775106,0.40972185,0.70963883,0.54594964,0.2703935,0.8231193,0.68373287,0.3401217,0.17421262
22,/content/dataset_resized/201/00072.png,0.503117,0.4636774,0.3643939,0.4390297,0.25031054,0.17870158,0.24348354,0.09188832,0.5522784,0.14342256,0.32429233,0.43483537,0.3959728,0.68987954,0.59969974,0.30065882,0.79578125,0.61829805,0.30735755,0.10932247
23,/content/dataset_resized/201/00053.png,0.50371677,0.35879683,0.42677143,0.44247812,0.31395477,0.3146571,0.32762927,0.29970062,0.68922347,0.32663527,0.44047564,0.39039975,0.43158054,0.5712898,0.5761508,0.21184684,0.89199007,0.7156769,0.3100043,0.1679015
24,/content/dataset_resized/201/00003.png,0.52549785,0.27962053,0.45574817,0.46621397,0.22217084,0.2512861,0.20596728,0.20971918,0.7377311,0.1610486,0.26602387,0.43734443,0.3913515,0.48457196,0.6088629,0.33954012,0.8585867,0.72334254,0.36391497,0.24905357
25,/content/dataset_resized/201/00024.png,0.51578104,0.42837736,0.39071095,0.44697756,0.20347099,0.17545539,0.17481007,0.13197458,0.64036417,0.107532956,0.29148832,0.40835518,0.42944318,0.69740653,0.5334828,0.2930035,0.784775,0.65221804,0.3394282,0.16097
26,/content/dataset_resized/201/00073.png,0.51846755,0.4056778,0.39062348,0.44487235,0.31670395,0.28153756,0.2561892,0.32236236,0.6972614,0.32256976,0.40792808,0.3704759,0.41928855,0.755672,0.550732,0.17623173,0.91939545,0.75310886,0.32743025,0.1678387
27,/content/dataset_resized/201/00016.png,0.5316598,0.41229033,0.38693663,0.46422157,0.45814455,0.3245483,0.3236305,0.43992734,0.6979859,0.44392475,0.47888124,0.25562084,0.36554915,1.1059893,0.43830022,0.15278222,0.84851897,0.8485271,0.3247069,0.17584625
28,/content/dataset_resized/201/00062.png,0.49768806,0.33826435,0.4446205,0.4655848,0.24540621,0.23464662,0.21543747,0.26225275,0.72626543,0.19747652,0.32012033,0.41439682,0.39763385,0.6323609,0.58852696,0.24310373,0.88002145,0.74957323,0.35364896,0.18779325
29,/content/dataset_resized/201/00007.png,0.5378718,0.24589647,0.4768182,0.45564497,0.20527712,0.26086456,0.23345473,0.1760697,0.70345825,0.18005264,0.27595508,0.38485163,0.39154068,0.38982913,0.61947197,0.38173103,0.83009255,0.6821753,0.3755198,0.2469424
30,/content/dataset_resized/201/00004.png,0.4130448,0.11456644,0.57986903,0.4433844,0.06501523,0.29408377,0.23012416,-0.023416117,0.7028397,-0.0015789559,0.23484057,0.37101412,0.41927055,0.08729932,0.510157,0.5515787,0.4068166,0.51585007,0.463194,0.17506666
31,/content/dataset_resized/201/00070.png,0.5214359,0.43808293,0.38793153,0.4497195,0.37181264,0.29718614,0.26451215,0.39147085,0.6992005,0.36527053,0.44732738,0.3139547,0.42191198,0.9823196,0.4821652,0.14645655,0.89347255,0.800846,0.33280724,0.16887021
32,/content/dataset_resized/201/00057.png,0.50475866,0.34759307,0.44262525,0.46355736,0.23966867,0.23479451,0.21161745,0.25544047,0.72282493,0.19494243,0.31990215,0.41858515,0.408217,0.6316068,0.5879081,0.24496992,0.8806193,0.7458565,0.3526802,0.18958703
33,/content/dataset_resized/201/00021.png,-0.15342073,0.31136018,0.26964915,0.44622415,0.4806508,-0.1133956,0.3020566,-0.056559674,0.30848524,-0.16402324,0.362459,0.48777854,0.17622142,0.3284554,0.56766117,0.9913223,-0.18063715,0.030242026,0.6766293,0.114113525
34,/content/dataset_resized/201/00035.png,0.5223379,0.4171852,0.37133804,0.4492164,0.3537553,0.28055105,0.24820432,0.34688976,0.70500565,0.3373194,0.41774145,0.32421702,0.4196275,0.8779119,0.47902426,0.19092931,0.85722077,0.76677305,0.33953136,0.18682614
35,/content/dataset_resized/201/00075.png,0.5071466,0.40257114,0.3993872,0.4434772,0.30858085,0.2864024,0.25369948,0.32717204,0.7108284,0.3090842,0.41465265,0.37176424,0.4231859,0.7561184,0.54857284,0.18232001,0.9056597,0.74848187,0.33237278,0.15387201
36,/content/dataset_resized/201/00037.png,0.5104102,0.43756706,0.3716882,0.4542659,0.28142932,0.20652443,0.1839394,0.22319752,0.6358571,0.19825827,0.31114388,0.38986117,0.4062494,0.8426459,0.5131146,0.23724474,0.82283044,0.72635615,0.34214944,0.18402836
37,/content/dataset_resized/201/00002.png,0.42171732,0.098100916,0.61840487,0.44681168,0.052280083,0.31473088,0.2454629,-0.018610142,0.72127235,0.0012389505,0.24356571,0.3812311,0.43305442,0.06398979,0.51734877,0.5708417,0.39226308,0.52433103,0.47475475,0.17984551
38,/content/dataset_resized/201/00061.png,0.51180536,0.34522438,0.45073837,0.465402,0.25435287,0.2540727,0.22850388,0.27828538,0.73631066,0.21989454,0.33980295,0.41808802,0.40996408,0.64655197,0.595491,0.246049,0.8890488,0.7633048,0.3537079,0.18555237
39,/content/dataset_resized/201/00069.png,0.5340234,0.39404875,0.42091063,0.461905,0.4263364,0.35800755,0.3204695,0.4517941,0.7256167,0.43669173,0.4808637,0.2795719,0.38862985,1.0478148,0.4375297,0.14669247,0.8583139,0.85892665,0.32423747,0.17401499
40,/content/dataset_resized/201/00013.png,0.52365464,0.43071675,0.3812898,0.46228892,0.38791898,0.27021584,0.24252872,0.38336903,0.6847725,0.35000548,0.40333366,0.2948289,0.38034302,1.077136,0.4560307,0.15050532,0.8602829,0.82769287,0.33690637,0.18730149
41,/content/dataset_resized/201/00066.png,0.4987756,0.38460422,0.3957951,0.45297557,0.24862032,0.21586925,0.18434213,0.249468,0.6982862,0.20201148,0.31808951,0.39337975,0.40448147,0.70040333,0.5498409,0.21563424,0.87973046,0.7239953,0.347681,0.18074891
42,/content/dataset_resized/201/00015.png,-0.24772225,-0.17030744,-0.14414582,0.42663327,1.447496,0.3106533,0.086405516,1.2130708,1.2731088,0.7077769,0.7294354,-1.3214555,0.4937184,2.0115895,-1.9464413,0.6304061,-2.2524824,0.4726853,0.70690364,1.2699804
43,/content/dataset_resized/201/00033.png,0.5072627,0.414747,0.39375994,0.45071822,0.21897903,0.19666608,0.18364431,0.14875183,0.62858915,0.13357846,0.2819844,0.44007534,0.4122765,0.668198,0.5583782,0.27840054,0.820099,0.6777928,0.33567074,0.16611412
44,/content/dataset_resized/201/00077.png,0.5031341,0.37846762,0.4060966,0.4495119,0.27296656,0.26220098,0.22890158,0.27056187,0.7008739,0.24776246,0.35976085,0.39294124,0.4060256,0.6896472,0.5434996,0.21918081,0.87176347,0.72941154,0.3358506,0.16291627
45,/content/dataset_resized/201/00029.png,0.51331764,0.42868888,0.37891653,0.44626337,0.24558899,0.22181624,0.18722259,0.18727598,0.64197963,0.17754422,0.31111568,0.4213785,0.4247874,0.72212636,0.52789015,0.26326138,0.8189305,0.69176596,0.33732796,0.16881326
46,/content/dataset_resized/201/00047.png,0.5176701,0.38103276,0.4112196,0.445533,0.32242408,0.3055861,0.293212,0.32604894,0.7047868,0.33824006,0.42990404,0.37661815,0.42604762,0.681306,0.5612811,0.19368865,0.9084368,0.7479111,0.3221479,0.17065406
47,/content/dataset_resized/201/00071.png,0.5840568,0.475994,0.37725165,0.46362427,0.43897206,0.29841152,0.29943797,0.40164584,0.68744636,0.42010626,0.46963662,0.27243745,0.39293516,1.2002941,0.47638562,0.17919941,0.8606229,0.85405976,0.3290823,0.1648837
48,/content/dataset_resized/201/00030.png,0.5092543,0.43733013,0.38388592,0.44226897,0.22442164,0.19136749,0.19739157,0.11848082,0.616728,0.1145596,0.30924493,0.38887656,0.41867137,0.7452123,0.4904226,0.31031817,0.716326,0.63397366,0.327358,0.14008498
49,/content/dataset_resized/201/00001.png,0.5083365,0.27907455,0.4699273,0.44358975,0.32957134,0.3754828,0.26193962,0.3684791,0.7397148,0.2890013,0.3383511,0.41723153,0.35239503,0.68361574,0.5908965,0.28056577,0.9374951,0.7676635,0.32922447,0.2728502
50,/content/dataset_resized/201/00020.png,0.53043795,0.530489,0.3146075,0.43858647,0.35019985,0.1734475,0.25120375,0.119529754,0.56307125,0.17635952,0.3872995,0.28688514,0.39676282,1.0832489,0.42485526,0.36922622,0.5551044,0.61886823,0.3221162,0.1056042
51,/content/dataset_resized/201/00065.png,0.48484206,0.3766629,0.39603314,0.4548165,0.23316413,0.19868016,0.16522464,0.23162544,0.69286686,0.16997342,0.2915592,0.40260977,0.39510977,0.68241656,0.5509474,0.22094141,0.8695028,0.7158136,0.3519174,0.18272883
52,/content/dataset_resized/201/00028.png,0.39746773,0.41744846,0.28364283,0.42146027,0.25504518,0.11086148,0.20943205,-0.012230478,0.5161844,0.0128672505,0.30885476,0.341773,0.36566156,0.5799697,0.48118615,0.45429355,0.5008384,0.44706118,0.33983868,0.09542458
53,/content/dataset_resized/201/00022.png,0.15858436,0.40732703,0.2694084,0.43688223,0.38483733,-0.008485287,0.26586545,-0.04884135,0.43447444,-0.048370264,0.34973148,0.41664442,0.2998564,0.52886254,0.5455973,0.74994224,0.15087572,0.24658272,0.5263015,0.10620411
54,/content/dataset_resized/201/00010.png,0.46273422,0.1738073,0.4897561,0.44951722,0.10722345,0.26140916,0.21384841,-0.0073553547,0.6708501,0.04243031,0.21600421,0.38036257,0.3923452,0.16745985,0.545652,0.46404737,0.5993882,0.57332677,0.40924543,0.17442784
55,/content/dataset_resized/201/00043.png,0.5141608,0.36418468,0.41631314,0.4568058,0.2984879,0.27301392,0.25888434,0.28216046,0.70216924,0.27121636,0.37367034,0.37954968,0.40189767,0.6975049,0.5358995,0.23565052,0.8557546,0.74430597,0.33480978,0.17921549
56,/content/dataset_resized/201/00067.png,0.516144,0.43585503,0.36528853,0.45729807,0.37090868,0.2505633,0.22029944,0.37046096,0.68842125,0.33292517,0.39259118,0.29664457,0.38334,1.0459895,0.46480218,0.14474572,0.8727187,0.8070612,0.34077626,0.18453929
57,/content/dataset_resized/201/00042.png,0.43673062,0.3444997,0.31915477,0.47695678,0.38588938,0.15383947,0.19743738,0.31467152,0.6933644,0.2480282,0.3230216,0.28539753,0.33830705,0.8189393,0.461065,0.24832739,0.7890053,0.73220754,0.38786548,0.25849912
58,/content/dataset_resized/201/00014.png,0.51635337,0.40203696,0.39056972,0.45728785,0.31080747,0.25011775,0.22037923,0.30921826,0.69801605,0.2804146,0.3617459,0.37457842,0.39906096,0.8145858,0.5453823,0.19673054,0.8996668,0.77290463,0.3444609,0.1823222
59,/content/dataset_resized/201/00044.png,0.5200931,0.37320536,0.4256714,0.45170215,0.29088026,0.28950435,0.26103032,0.3118894,0.718129,0.292641,0.3965541,0.38369495,0.42683175,0.6908529,0.54975927,0.20337178,0.90296566,0.75549066,0.33298868,0.17705145
60,/content/dataset_resized/201/00052.png,0.49783975,0.36686265,0.42468303,0.4541986,0.269871,0.2615398,0.23579569,0.28885937,0.7089993,0.24810158,0.36261994,0.40312362,0.41290158,0.66425323,0.56988645,0.20761497,0.9060775,0.7443985,0.34009337,0.17319123
